title,price,itemWebUrl,sellerUsername,condition,itemLocation,categoryPath,buyingOptions,searchKeyword
Alpinestars T-GP Plus R V4 Airflow Jackets Lg Black 3300624-1030-L,319.95,https://www.ebay.com/itm/127085431657?_skw=Alpinestars&hash=item1d96e1cb69:g:4pIAAeSwemBoEqvl&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZZg4iZSt93liiMCmsa56Wa6nz6quvIKG%2B9VDDMdYxBTxi5uLpwWZkTCzlWXrKtjIz538pBYHV74ALaF%2F2iCvFK9yLPuUdkRjesID91gVtm4YL1fCwpMIKHvwoWJOPRIRMMZPh9UvxX%2Bd2Aeez03l1%2Bnq%2FZKlav3ghbW7md%2FttzluEu8QjzHI3XTY%2FlFByJOezlCVgJYgyzdihhGv8kP91--UtbUhaizzWwC3dvhams8IQEEmYCtlGYn%2BpVudYTeBaDMsiuFSq032CSBN4ANzn2jU9D6MWSmLjgP1MGItHpIA%3D%3D,bikes_trikes_and_quads,New with tags,"121**, US","Other Apparel, Protective Gear & Merchandise > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise",FIXED_PRICE,Alpinestars
Alpinestars SP-2 Shoes US 8 / EU 42 Black,329.95,https://www.ebay.com/itm/256672083698?_skw=Alpinestars&hash=item3bc2d92ef2:g:CakAAOSwW9dnCFZu&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYLxSSV1j1EQZ8IEazzpcblFo4aYq4WaXo8QryJyNLdoAarq7hkkZghW%2BNU%2BgfXaNOg%2FpQcrb2TicJMFBgmo%2F1AN2D2F7eX1n%2FWG4TMPk2ETHtCXxAIibxICe3FGbEbrRyof4mKZEO9IH79tHeFWbxp7ZJr82CYJbULoCmy7RI00tDFI1zqikTlTY%2FSzqj6YSsjhKA8qs4fm12%2B%2BWfJEC4UlQ2IyHlwNrfRNxnAIfUwbl0t9CzjogTtYHxcpuAWwiSFJC64XMY8InZ1LiG5xecbMBb%2FDTSm73Q331TxTtJtVw%3D%3D,dallashonda,New with tags,"752**, US","Other Apparel, Protective Gear & Merchandise > Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Alpinestars
Alpinestars Ageless Multi Flex Hat  Mens,37.95,https://www.ebay.com/itm/406133884179?_skw=Alpinestars&hash=item5e8f774513:g:sEEAAeSwBCBonsF9,wholesalemx,New with tags,"921**, US","Hats > Men's Accessories > Clothing, Shoes & Accessories > Men",FIXED_PRICE,Alpinestars
Alpinestars Tech-T Boots - White/Red/Yellow Fluorescent/Black,459.95,https://www.ebay.com/itm/298379542947?_skw=Alpinestars&hash=item4578ce81a3:g:j~cAAeSwQodqH5A6,ridersaddiction,New with box,"486**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Alpinestars
Alpinestars Ride 3.0 T-Shirt  - Mens Tee,29.95,https://www.ebay.com/itm/405066187839?_skw=Alpinestars&hash=item5e4fd3843f:g:bzUAAeSwRPRpOhAu,wholesalemx,New with tags,"921**, US","T-Shirts > Men's Clothing > Clothing, Shoes & Accessories > Shirts > Men",FIXED_PRICE,Alpinestars
Pack Of 2 Alpinestars Biker Logo Iron On Patch - Sew Patch - Embroidered Patch,8.99,https://www.ebay.com/itm/257196086575?_skw=Alpinestars&hash=item3be214d52f:g:B2EAAeSwWi9oqY0E,ayabai0,New,"140**, US",Patches > Crafts > Sewing > Embellishments & Finishes,FIXED_PRICE,Alpinestars
Alpinestars - Tech-1 K v3 FIA Karting Gloves | 3551724 | Go Kart Racing Gloves,144.95,https://www.ebay.com/itm/204716629260?_skw=Alpinestars&hash=item2faa0fdd0c:g:MWcAAOSwdiVnUdL3,racingdirect,New with tags,"358**, US",Clothing & Protective Gear > Sporting Goods > Go-Karts (Recreational) > Outdoor Sports,FIXED_PRICE,Alpinestars
Alpinestars Factory Racing 2025 Graphic Design Hoodie Sweatshirt (2-sided) S-5XL,37.99,https://www.ebay.com/itm/397400574723?_skw=Alpinestars&hash=item5c86eb8b03:g:QfoAAeSwe5ZpQh6O,rodgpan-0,New with tags,"330**, US","Hoodies & Sweatshirts > Men's Clothing > Clothing, Shoes & Accessories > Activewear > Men",FIXED_PRICE,Alpinestars
Alpinestars Defcon V3 MTB Riders Backpack -Black,69.95,https://www.ebay.com/itm/157976499323?_skw=Alpinestars&hash=item24c822147b:g:HaQAAeSwLfdqJ3Vk,boyersmart,New with tags,"274**, US","Bags > Men's Accessories > Clothing, Shoes & Accessories > Men",FIXED_PRICE,Alpinestars
Alpinestars Men's High Roller Walk Shorts Size 32,19.99,https://www.ebay.com/itm/127098785138?_skw=Alpinestars&hash=item1d97ad8d72:g:JKsAAeSwWtdp-6vU,socallook,New with tags,US,"Shorts > Men's Clothing > Clothing, Shoes & Accessories > Men",FIXED_PRICE,Alpinestars
Retro Red Alpinestars Racing Hoodie MotoGP World Champion Enthusiast Appa,55.58,https://www.ebay.com/itm/397800400066?_skw=Alpinestars&hash=item5c9ec064c2:g:mKoAAeSwSptqBZKo,cass-99847,New with tags,"100**, US","T-Shirts > Men's Clothing > Clothing, Shoes & Accessories > Shirts > Men",FIXED_PRICE,Alpinestars
Alpinestars Unbound Hoodie  - Mens Sweatshirt,84.95,https://www.ebay.com/itm/405658320497?_skw=Alpinestars&hash=item5e731ebe71:g:RssAAeSw1epn1S-F,wholesalemx,New with tags,"921**, US","Hoodies & Sweatshirts > Sporting Goods > Fitness, Running & Yoga > Men's Clothing > Clothing & Accessories",FIXED_PRICE,Alpinestars
